ACCIDENT_NO,ABS_CODE,Date,ACCIDENT_TIME,ACCIDENT_TYPE,DAY_OF_WEEK,LONGITUDE,LATITUDE,LGA_NAME,FATALITY,DEG_URBAN_ALL,REGION_NAME_ALL,RMA,STAT_DIV_NAME,Rainfall amount (millimetres),Maximum temperature (Degree C)
T20190009639,Driving accident,2019/05/23,07:30:00,Struck Pedestrian,Thursday,144.91584198,-37.78172295,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,21.3
T20190009650,Driving accident,2019/05/23,09:50:00,Collision with vehicle,Thursday,144.96581277,-37.82178901,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,21.3
T20190009742,Driving accident,2019/05/23,11:55:00,Collision with vehicle,Wednesday,144.95911388,-37.78956889,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,21.3
T20190005866,Driving accident,2019/03/28,09:13:00,Collision with vehicle,Thursday,144.96919607,-37.80913557,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,27.9
T20190016116,Driving accident,2019/03/28,21:30:00,Collision with vehicle,Wednesday,144.96889701,-37.82090524,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,27.9
T20190005898,Driving accident,2019/03/28,17:50:00,Collision with vehicle,Thursday,144.95843469,-37.79253796,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,27.9
T20190005938,Driving accident,2019/03/28,15:44:00,Collision with vehicle,Thursday,144.97588498,-37.80848455,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,27.9
T20190005957,Driving accident,2019/03/28,07:10:00,Collision with a fixed object,Thursday,144.92913724,-37.78808675,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,27.9
T20190005905,Driving accident,2019/03/29,00:58:00,Collision with vehicle,Friday,144.93730292,-37.80529418,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,28.5
T20190006108,Driving accident,2019/03/29,08:53:00,Collision with vehicle,Friday,144.97483296,-37.81178989,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,28.5
T20190005922,Driving accident,2019/03/29,09:45:00,Collision with vehicle,Thursday,144.9439596,-37.80031624,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,28.5
T20180023871,Driving accident,2018/12/19,16:30:00,Collision with vehicle,Wednesday,144.93776165,-37.79601369,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,26.9
T20180023841,Driving accident,2018/12/19,12:57:00,Collision with vehicle,Wednesday,144.9681853,-37.79722547,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,26.9
T20190010058,Driving accident,2019/05/29,11:00:00,Collision with vehicle,Tuesday,144.9476423,-37.81102054,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.2,10.6
T20190010118,Driving accident,2019/05/29,15:50:00,Collision with vehicle,Wednesday,144.9566334,-37.81835363,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.2,10.6
T20190010043,Driving accident,2019/05/29,08:30:00,Collision with vehicle,Tuesday,144.93184606,-37.79460817,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.2,10.6
T20190006312,Driving accident,2019/04/03,16:00:00,Fall from or in moving vehicle,Tuesday,144.96950141,-37.78571676,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,24.7
T20190006665,Driving accident,2019/04/03,15:35:00,Struck Pedestrian,Wednesday,144.97523314,-37.79639164,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,24.7
T20190006266,Driving accident,2019/04/03,08:25:00,Collision with vehicle,Wednesday,144.96876818,-37.79881932,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,24.7
T20190006273,Driving accident,2019/04/03,08:40:00,Collision with vehicle,Wednesday,144.95035505,-37.79891639,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,24.7
T20190006317,Driving accident,2019/04/03,17:35:00,Collision with vehicle,Wednesday,144.91639979,-37.80740313,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,24.7
T20190010426,Driving accident,2019/06/03,17:20:00,Struck Pedestrian,Monday,144.98065245,-37.85023445,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,15.4,12.0
T20190006554,Driving accident,2019/04/06,23:45:00,Collision with vehicle,Saturday,144.96569222,-37.81238728,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,20.1
T20190010543,Driving accident,2019/06/05,14:30:00,Struck Pedestrian,Tuesday,144.96386431,-37.82146804,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,13.0
T20190010574,Driving accident,2019/06/05,15:33:00,Collision with vehicle,Wednesday,144.93530685,-37.80471399,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,13.0
T20180020267,Driving accident,2018/10/28,07:45:00,Collision with vehicle,Sunday,144.96480298,-37.81159196,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.9
T20180020204,Driving accident,2018/10/28,01:12:00,Struck Pedestrian,Sunday,144.9664554,-37.81553447,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,15.9
T20180020217,Driving accident,2018/10/28,11:00:00,Collision with vehicle,Sunday,144.96253181,-37.8065927,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.9
T20190010593,Driving accident,2019/06/06,07:55:00,Collision with vehicle,Wednesday,144.93584519,-37.80978997,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,14.8
T20190010620,Driving accident,2019/06/06,18:25:00,Collision with vehicle,Thursday,144.95773016,-37.82799184,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,14.8
T20190010714,Driving accident,2019/06/06,08:45:00,Collision with vehicle,Thursday,144.95760296,-37.8266629,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,14.8
T20180020884,Driving accident,2018/11/07,17:30:00,Collision with vehicle,Wednesday,144.95870432,-37.79005745,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,35.8,17.2
T20180020897,Driving accident,2018/11/07,22:52:00,Collision with vehicle,Tuesday,144.96342699,-37.8039051,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,35.8,17.2
T20190006710,Driving accident,2019/04/08,17:30:00,Collision with vehicle,Monday,144.97136811,-37.80848447,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.1
T20190006642,Driving accident,2019/04/08,09:45:00,Collision with vehicle,Monday,144.94561104,-37.79229448,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.1
T20180007915,Driving accident,2018/04/27,11:49:00,Collision with vehicle,Friday,144.98998693,-37.81759131,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,17.8
T20190006841,Driving accident,2019/04/11,07:50:00,Collision with vehicle,Thursday,144.92946083,-37.78810782,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,17.3
T20190006878,Driving accident,2019/04/11,13:00:00,Collision with vehicle,Wednesday,144.96862206,-37.82582894,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,17.3
T20190006838,Driving accident,2019/04/11,06:50:00,Collision with vehicle,Thursday,144.97223172,-37.81601557,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,17.3
T20190000569,Driving accident,2019/01/11,08:20:00,Collision with vehicle,Friday,144.96769676,-37.80506276,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,30.4
T20180021443,Driving accident,2018/11/14,14:30:00,Collision with vehicle,Wednesday,144.95026155,-37.8225592,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,6.2,17.3
T20180020939,Driving accident,2018/11/08,18:00:00,Collision with vehicle,Thursday,144.96233118,-37.81220507,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,3.0,17.0
T20180021085,Driving accident,2018/11/08,19:45:00,Struck Pedestrian,Thursday,144.94613747,-37.80904636,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,3.0,17.0
T20180023267,Driving accident,2018/12/11,17:30:00,Collision with vehicle,Monday,144.95676682,-37.79568667,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.6
T20180023255,Driving accident,2018/12/11,14:50:00,Collision with vehicle,Tuesday,144.95730795,-37.82580242,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.6
T20180023273,Driving accident,2018/12/11,18:45:00,collision with some other object,Tuesday,144.9697477,-37.81626673,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.6
T20190011656,Driving accident,2019/06/23,12:17:00,Collision with vehicle,Sunday,144.95764687,-37.82660904,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.2,9.6
T20190011665,Driving accident,2019/06/23,13:40:00,Collision with vehicle,Sunday,144.94064909,-37.8254225,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,1.2,9.6
T20180021757,Driving accident,2018/11/20,06:45:00,Collision with vehicle,Tuesday,144.9611124,-37.79170681,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,27.6
T20180021761,Driving accident,2018/11/20,16:05:00,Collision with vehicle,Tuesday,144.96710207,-37.81072546,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,27.6
T20180022251,Driving accident,2018/11/20,17:15:00,Collision with vehicle,Monday,144.96283215,-37.77994654,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,27.6
T20180021910,Driving accident,2018/09/04,17:30:00,Collision with vehicle,Monday,144.96452035,-37.80595432,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,19.5
T20180023548,Driving accident,2018/12/15,03:57:00,Collision with a fixed object,Saturday,144.91219999,-37.80701999,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,41.2,24.8
T20180023581,Driving accident,2018/12/15,13:10:00,Collision with vehicle,Saturday,144.95710626,-37.81939009,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,41.2,24.8
T20180023579,Driving accident,2018/12/15,14:15:00,Collision with vehicle,Saturday,144.96212743,-37.82775385,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,41.2,24.8
T20190008037,Driving accident,2019/04/29,16:50:00,Collision with vehicle,Sunday,144.97053559,-37.81209425,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.1
T20190008027,Driving accident,2019/04/29,09:50:00,No collision and no object struck,Monday,144.98305787,-37.8138354,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.1
T20190001109,Driving accident,2019/01/19,09:55:00,Collision with vehicle,Saturday,144.95909142,-37.78748842,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,2.0,23.5
T20190001183,Driving accident,2019/01/19,18:20:00,Collision with vehicle,Friday,144.9540332,-37.82796081,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,2.0,23.5
T20180009583,Driving accident,2018/05/19,18:38:00,Collision with vehicle,Saturday,144.95970978,-37.82808204,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,2.6,15.5
T20190001406,Driving accident,2019/01/24,09:05:00,Collision with vehicle,Thursday,144.96276195,-37.81215133,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,40.8
T20190008700,Driving accident,2019/05/08,14:45:00,Collision with vehicle,Wednesday,144.95796848,-37.80774885,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,5.2,17.4
T20190008693,Driving accident,2019/05/08,17:40:00,Collision with vehicle,Wednesday,144.9541387,-37.81909172,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,5.2,17.4
T20190008648,Driving accident,2019/05/08,07:30:00,Collision with vehicle,Wednesday,144.97147985,-37.81416049,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,5.2,17.4
T20190010159,Driving accident,2019/05/08,18:45:00,Collision with vehicle,Wednesday,144.95676275,-37.80094057,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,5.2,17.4
T20200009108,Driving accident,2018/10/26,04:00:00,Collision with vehicle,Friday,144.9590481,-37.82396649,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,18.3
T20180020138,Driving accident,2018/10/26,23:15:00,Struck Pedestrian,Friday,144.91340378,-37.80136133,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,18.3
T20180023147,Driving accident,2018/12/08,19:47:00,Struck Pedestrian,Saturday,144.96544606,-37.81805851,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,30.3
T20180023060,Driving accident,2018/12/08,17:37:00,Collision with vehicle,Friday,144.93591459,-37.80979847,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,30.3
T20180010070,Driving accident,2018/05/06,18:00:00,Collision with vehicle,Sunday,144.92916688,-37.82708202,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,21.7
T20190002015,Driving accident,2019/02/02,12:00:00,Collision with vehicle,Friday,144.98544382,-37.80943935,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,34.4
T20190002027,Driving accident,2019/02/02,10:45:00,Collision with vehicle,Saturday,144.96140479,-37.82680125,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,34.4
T20180022503,Driving accident,2018/11/30,19:10:00,Collision with vehicle,Friday,144.95956951,-37.78173789,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,20.8
T20180022444,Driving accident,2018/11/30,09:30:00,Collision with vehicle,Friday,144.97141433,-37.8274503,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,20.8
T20190021479,Driving accident,2018/11/30,15:00:00,Struck Pedestrian,Thursday,144.95715253,-37.80602692,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,20.8
T20180023755,Driving accident,2018/12/18,07:23:00,Collision with vehicle,Tuesday,144.92207168,-37.82565324,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,20.8
T20190002491,Driving accident,2019/01/30,17:28:00,Collision with vehicle,Wednesday,144.97106151,-37.82944301,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,38.1
T20190000870,Driving accident,2019/01/15,19:50:00,Collision with vehicle,Tuesday,144.94814777,-37.8251399,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,30.4
T20190009857,Driving accident,2019/05/26,09:30:00,Collision with vehicle,Sunday,145.45753241,-38.06019267,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,6.6,15.1
T20190009883,Driving accident,2019/05/26,19:30:00,Collision with vehicle,Sunday,144.96670297,-37.80159961,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,6.6,15.1
T20190009844,Driving accident,2019/05/26,10:15:00,Collision with vehicle,Sunday,145.92903501,-38.16076132,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,6.6,15.1
T20190010347,Driving accident,2019/06/02,16:55:00,Collision with vehicle,Sunday,144.97295855,-37.80925989,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,14.5
T20190010352,Driving accident,2019/06/02,18:20:00,Collision with vehicle,Sunday,144.91612903,-37.80771285,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,14.5
T20190010355,Driving accident,2019/06/02,01:20:00,Collision with vehicle,Sunday,144.96182713,-37.81195352,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,14.5
T20190010327,Driving accident,2019/06/02,13:00:00,Collision with vehicle,Sunday,144.94131002,-37.81341958,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,14.5
T20190003471,Driving accident,2019/02/21,18:45:00,Collision with vehicle,Wednesday,144.96367498,-37.80247403,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,20.4
T20190003388,Driving accident,2019/02/21,19:05:00,Collision with vehicle,Thursday,144.94002596,-37.78917509,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,20.4
T20190003383,Driving accident,2019/02/21,18:23:00,Collision with vehicle,Thursday,144.97565135,-37.80953753,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,20.4
T20190003476,Driving accident,2019/02/22,19:00:00,Collision with vehicle,Friday,144.91473455,-37.83245428,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,21.2
T20190003419,Driving accident,2019/02/22,08:45:00,Collision with vehicle,Thursday,144.96755363,-37.79715978,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,21.2
T20190003494,Driving accident,2019/02/22,23:00:00,Collision with vehicle,Friday,144.96382624,-37.80959426,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,21.2
T20190007379,Driving accident,2019/02/22,23:30:00,Collision with vehicle,Thursday,144.96104206,-37.82516813,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,21.2
T20190003416,Driving accident,2019/02/22,10:00:00,Collision with vehicle,Friday,144.9476508,-37.79374538,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,21.2
T20190003500,Driving accident,2019/02/22,23:30:00,Collision with vehicle,Friday,144.97733643,-37.81550922,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,21.2
T20180023625,Driving accident,2018/12/16,00:05:00,Collision with vehicle,Sunday,144.95234977,-37.80919285,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,3.8,23.5
T20190000206,Driving accident,2019/01/04,15:44:00,Collision with vehicle,Friday,144.95218975,-37.82184703,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,42.6
T20190000209,Driving accident,2019/01/04,18:30:00,Collision with vehicle,Friday,144.93091047,-37.79453717,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,42.6
T20180023729,Driving accident,2018/12/17,16:15:00,Collision with vehicle,Sunday,144.94350514,-37.80024677,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.0,21.8
T20190010854,Driving accident,2019/05/31,17:58:00,Collision with vehicle,Friday,144.96046613,-37.81448209,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.4,14.3
T20190010230,Driving accident,2019/05/31,19:30:00,Struck Pedestrian,Friday,144.95921836,-37.82669867,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.4,14.3
T20190010334,Driving accident,2019/05/31,19:26:00,Collision with vehicle,Thursday,144.95618959,-37.82805697,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,1.4,14.3
T20190010233,Driving accident,2019/05/31,17:20:00,Struck Pedestrian,Thursday,144.97532703,-37.79527496,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.4,14.3
T20190000544,Driving accident,2019/01/10,15:30:00,Struck Pedestrian,Wednesday,144.96382449,-37.81556982,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,21.4
T20190000712,Driving accident,2019/01/10,19:00:00,Struck Pedestrian,Wednesday,144.9477745,-37.80498417,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,21.4
T20190004303,Driving accident,2019/03/06,08:40:00,Collision with vehicle,Tuesday,144.95745156,-37.80392485,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.6,17.2
T20190003018,Driving accident,2019/02/16,16:40:00,Struck Pedestrian,Saturday,144.96528768,-37.83044682,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.2
T20190003022,Driving accident,2019/02/16,19:55:00,Struck Pedestrian,Saturday,144.95343346,-37.8175828,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.2
T20190003032,Driving accident,2019/02/16,23:10:00,Collision with vehicle,Friday,144.96585178,-37.80698108,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.2
T20190000099,Driving accident,2019/01/02,15:00:00,Struck Pedestrian,Wednesday,144.95651159,-37.81174157,MELBOURNE,0.0,"MELB_URBAN,MELBOURNE_CBD",METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,22.2
T20190003551,Driving accident,2019/02/23,20:58:00,Collision with a fixed object,Saturday,144.90358188,-37.8327424,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,25.8
T20190003526,Driving accident,2019/02/23,14:00:00,Collision with vehicle,Friday,144.95950294,-37.82847532,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,25.8
T20190001667,Driving accident,2019/01/28,10:45:00,Collision with vehicle,Monday,144.95917598,-37.7847139,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,34.5
T20180013589,Driving accident,2018/07/18,22:31:00,Collision with a fixed object,Wednesday,144.97621,-37.82321999,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,1.2,15.2
T20190003682,Driving accident,2019/02/25,17:30:00,Collision with vehicle,Sunday,144.95927755,-37.78547453,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,34.2
T20190005255,Driving accident,2019/03/19,14:35:00,Struck Pedestrian,Tuesday,144.96926693,-37.80731406,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,23.4
T20190005311,Driving accident,2019/03/19,21:15:00,Struck Pedestrian,Monday,144.96769676,-37.80506276,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.4
T20190012114,Driving accident,2019/06/30,00:46:00,Struck Pedestrian,Sunday,144.95691296,-37.82447542,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,6.4,14.5
T20190012135,Driving accident,2019/06/30,12:29:00,Struck Pedestrian,Sunday,144.9677993,-37.81397672,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,6.4,14.5
T20190005325,Driving accident,2019/03/20,19:05:00,Collision with vehicle,Wednesday,144.97570092,-37.79304561,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,23.4
T20190005337,Driving accident,2019/03/20,21:02:00,Struck Pedestrian,Tuesday,144.96114825,-37.81595536,MELBOURNE,0.0,MELBOURNE_CBD,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,23.4
T20190004145,Driving accident,2019/03/04,07:47:00,Collision with vehicle,Monday,144.96156966,-37.82765057,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,24.6
T20190001556,Driving accident,2019/01/26,12:28:00,Collision with vehicle,Saturday,144.90902361,-37.80666702,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Highway,Metro,0.0,26.1
T20200022240,Driving accident,2018/09/28,19:00:00,Collision with vehicle,Thursday,144.9523651,-37.80923864,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,15.2
T20190001930,Driving accident,2019/02/01,08:35:00,Collision with vehicle,Thursday,144.96736503,-37.80704424,MELBOURNE,0.0,MELB_URBAN,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,24.2
