ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,Date,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,RMA,STAT_DIV_NAME,Rainfall amount (millimetres),Maximum temperature (Degree C)
T20150014079,Driving accident,Finished,2015/07/04,18:30:00,Yes,Collision with vehicle,Saturday,PULLING OUT (OVERTAKING),No,Dark Street lights on,Yes,T intersection,Other injury accident,60 km/hr,No,144.93294093,-37.59803704,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,10.1
T20150014395,Driving accident,Finished,2015/07/09,17:00:00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,80 km/hr,No,144.95147613,-37.64336928,HUME,METROPOLITAN NORTH WEST REGION,6.0,0.0,0.0,2.0,4.0,5.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,12.2
T20150014443,Driving accident,Finished,2015/07/10,12:40:00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,No,144.93654666,-37.66019351,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,4.0,0.0,4.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,13.4
T20150014453,Driving accident,Finished,2015/07/10,11:47:00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.92692208,-37.6861064,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,13.4
T20150013100,Driving accident,Finished,2015/06/20,13:30:00,No,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Serious injury accident,50 km/hr,Yes,144.91936117,-37.66932146,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,11.1
T20150014569,Driving accident,Finished,2015/07/12,09:18:00,Yes,Collision with vehicle,Sunday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,144.87724793,-37.69611191,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,2.4,10.8
T20150016703,Driving accident,Finished,2015/07/12,18:10:00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Unk.,No,Not at intersection,Serious injury accident,Not known,No,144.88375266,-37.69241501,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Freeway,Metro,2.4,10.8
T20150013336,Driving accident,Finished,2015/06/23,18:00:00,Yes,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Dusk/Dawn,Yes,T intersection,Other injury accident,60 km/hr,No,144.92327391,-37.68568405,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,17.1
T20150013347,Driving accident,Finished,2015/06/23,15:00:00,No,Collision with vehicle,Tuesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,144.90818435,-37.63954879,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,17.1
T20150015035,Driving accident,Finished,2015/07/19,09:30:00,Yes,Collision with vehicle,Sunday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.93213917,-37.62016992,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,13.1
T20150015934,Driving accident,Finished,2015/07/31,09:15:00,No,Collision with vehicle,Thursday,LEFT TURN SIDESWIPE,Yes,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.88310742,-37.68439484,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.0,13.8
T20150015986,Driving accident,Finished,2015/07/31,15:40:00,No,Collision with vehicle,Friday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,144.91734665,-37.59626303,HUME,METROPOLITAN NORTH WEST REGION,6.0,0.0,4.0,1.0,1.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.0,13.8
T20150016212,Driving accident,Finished,2015/07/31,08:30:00,No,Struck Pedestrian,Friday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,Yes,Dusk/Dawn,No,Not at intersection,Other injury accident,Not known,No,144.84933999,-37.67017818,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.0,13.8
T20150016083,Driving accident,Finished,2015/08/02,16:03:00,Yes,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,No,144.8881316,-37.6917511,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,14.1
T20150016053,Driving accident,Finished,2015/08/02,09:10:00,Yes,Vehicle overturned (no collision),Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,144.88171009,-37.6908354,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,14.1
T20150016402,Driving accident,Finished,2015/08/02,10:30:00,No,Struck Pedestrian,Sunday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,No,Day,No,Not at intersection,Other injury accident,Not known,No,144.85093543,-37.67258103,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,14.1
T20150013719,Driving accident,Finished,2015/06/25,17:28:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,No,144.95091246,-37.6433127,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,14.1
T20150013000,Driving accident,Finished,2015/01/23,21:15:00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,No,Cross intersection,Other injury accident,80 km/hr,No,144.88111485,-37.63475739,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,27.8
T20150014990,Driving accident,Finished,2015/07/14,07:15:00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,No,T intersection,Other injury accident,Not known,No,144.8978464,-37.67159146,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,1.8,9.6
T20150015141,Driving accident,Finished,2015/07/20,17:25:00,No,Collision with vehicle,Monday,RIGHT THROUGH,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,60 km/hr,No,144.9555659,-37.6671936,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,13.8
T20160027867,Driving accident,Finished,2015/07/20,07:05:00,No,Collision with vehicle,Monday,LEFT NEAR (INTERSECTIONS ONLY),No,Unk.,Yes,T intersection,Other injury accident,60 km/hr,No,144.92858716,-37.60655571,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,13.8
T20150015292,Driving accident,Finished,2015/07/22,18:55:00,Yes,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,No,144.92355919,-37.67537352,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,3.8,15.7
T20150015606,Driving accident,Finished,2015/07/27,05:40:00,Yes,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Dark No street lights,Yes,Not at intersection,Serious injury accident,110 km/hr,No,144.68818999,-37.58877464,HUME,METROPOLITAN NORTH WEST REGION,6.0,0.0,2.0,0.0,4.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.6,13.1
T20150015646,Driving accident,Finished,2015/07/27,15:37:00,No,Collision with vehicle,Monday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,144.88384494,-37.62268854,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.6,13.1
T20150015647,Driving accident,Finished,2015/07/27,16:20:00,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,T intersection,Serious injury accident,50 km/hr,No,144.94534498,-37.67216973,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.6,13.1
T20150013988,Driving accident,Finished,2015/07/03,10:00:00,No,Collision with vehicle,Friday,OTHER ON PATH,No,Day,Yes,Cross intersection,Other injury accident,40 km/hr,No,144.90743412,-37.58253653,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,10.9
T20150014149,Driving accident,Finished,2015/07/03,23:30:00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,144.94958769,-37.68372809,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,10.9
T20150014192,Driving accident,Finished,2015/07/03,06:20:00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dusk/Dawn,No,Cross intersection,Other injury accident,Not known,No,144.88139676,-37.6349764,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,10.9
T20150015807,Driving accident,Finished,2015/07/29,14:29:00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,80 km/hr,No,144.81839093,-37.6276242,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,13.6
T20150016399,Driving accident,Finished,2015/08/06,23:50:00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50 km/hr,Yes,144.91931338,-37.64018393,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,13.5
T20150016341,Driving accident,Finished,2015/08/06,09:15:00,No,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,144.91408721,-37.58682051,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.2,13.5
T20150016677,Driving accident,Finished,2015/08/11,09:00:00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,144.92268488,-37.66283881,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,13.9
T20150023555,Driving accident,Finished,2015/08/11,18:00:00,Yes,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,No,Not at intersection,Other injury accident,80 km/hr,No,144.92865424,-37.64081244,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.2,13.9
T20150015070,Driving accident,Finished,2015/07/18,21:20:00,Yes,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),Yes,Dark Street lights on,Yes,T intersection,Serious injury accident,50 km/hr,No,144.91604912,-37.64693705,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,4.0,11.1
T20150017619,Driving accident,Finished,2015/08/24,18:36:00,Yes,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,80 km/hr,No,144.93140494,-37.64084087,HUME,METROPOLITAN NORTH WEST REGION,4.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,No,0.0,4.0,0.0,4.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,0.0,13.5
T20150017573,Driving accident,Finished,2015/08/24,06:47:00,No,Collision with vehicle,Monday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,60 km/hr,No,144.92892079,-37.60462002,HUME,METROPOLITAN NORTH WEST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Local Road,Metro,0.0,13.5
T20150017651,Driving accident,Finished,2015/03/15,18:00:00,Yes,Collision with vehicle,Sunday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Dusk/Dawn,No,Not at intersection,Other injury accident,50 km/hr,No,144.72247349,-37.58409278,HUME,METROPOLITAN NORTH WEST REGION,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,0.0,0.0,0.0,SMALL_CITIES,SMALL_CITIES,HUME,METROPOLITAN NORTH WEST REGION,Arterial Other,Metro,1.2,18.5
T20150017487,Driving accident,Finished,2015/08/22,11:10:00,No,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,100 km/hr,No,144.88647317,-37.69599639,HUME,METROPOLITAN NORTH WEST REGION,3.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,HUME,METROPOLITAN NORTH WEST REGION,Freeway,Metro,0.0,19.1
