,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,STAT_DIV_NAME
7,8,T20140013532,Driving accident,Finished,2014/07/01,17:35:00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,80 km/hr,No,145.27319217,-38.00626865,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
44,45,T20140013598,Driving accident,Finished,2014/07/02,14:20:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,-1.0,-38.08114063,CASEY,METROPOLITAN SOUTH EAST REGION,7.0,0.0,1.0,1.0,5.0,4.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,4.0,0.0,4.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
72,73,T20140013709,Driving accident,Finished,2014/07/03,19:00:00,Yes,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,T intersection,Serious injury accident,80 km/hr,No,145.25844555,-38.10999344,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
89,90,T20140013822,Driving accident,Finished,2014/07/05,04:20:00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Fatal accident,100 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
110,111,T20140013689,Driving accident,Finished,2014/07/03,15:30:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,8.0,0.0,0.0,3.0,5.0,6.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
163,164,T20140013857,Driving accident,Finished,2014/07/05,18:50:00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,70 km/hr,No,145.33534463,-38.0745099,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,1.0,0.0,4.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
165,166,T20140014048,Driving accident,Unfinished,2014/07/03,01:22:00,Yes,collision with some other object,Wednesday,OFF CARRIAGEWAY TO LEFT,No,Dark Street lights on,Yes,Unknown,Other injury accident,60 km/hr,Yes,145.29753334,-38.05030297,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
173,174,T20140014183,Driving accident,Finished,2014/07/10,10:35:00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,50 km/hr,No,145.27055774,-37.97648701,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
205,206,T20140014375,Driving accident,Finished,2014/07/12,13:02:00,No,Collision with vehicle,Friday,U TURN,No,Day,Yes,T intersection,Other injury accident,50 km/hr,No,145.2557578,-38.07529724,CASEY,METROPOLITAN SOUTH EAST REGION,6.0,0.0,0.0,3.0,3.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
314,315,T20140013988,Driving accident,Finished,2014/07/07,18:05:00,Yes,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,100 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
409,410,T20140014514,Driving accident,Finished,2014/07/06,13:00:00,No,Collision with vehicle,Sunday,RIGHT THROUGH,No,Day,Not known,Not at intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
567,568,T20140014637,Driving accident,Finished,2014/07/15,07:06:00,No,Collision with vehicle,Monday,RIGHT FAR (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
575,576,T20140015124,Driving accident,Finished,2014/07/15,09:50:00,No,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
644,645,T20140015029,Driving accident,Finished,2014/07/21,16:07:00,No,Collision with a fixed object,Monday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,40 km/hr,Yes,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,27.0,0.0,0.0,23.0,4.0,15.0,8.0,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,0.0,1.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
720,721,T20140015052,Driving accident,Finished,2014/07/22,07:45:00,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,50 km/hr,Yes,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
781,782,T20140015309,Driving accident,Finished,2014/07/24,15:05:00,No,Collision with vehicle,Thursday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Serious injury accident,40 km/hr,No,145.24883943,-38.05156997,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
782,783,T20140015430,Driving accident,Finished,2014/07/27,00:30:00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,100 km/hr,No,-1.0,-37.985787,CASEY,METROPOLITAN SOUTH EAST REGION,16.0,0.0,1.0,1.0,14.0,6.0,4.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,6.0,0.0,6.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
784,785,T20140015459,Driving accident,Finished,2014/07/27,11:10:00,No,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,70 km/hr,Yes,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
916,917,T20140015984,Driving accident,Finished,2014/07/31,17:30:00,No,No collision and no object struck,Wednesday,OFF CARRIAGEWAY TO LEFT,No,Dusk/Dawn,No,Not at intersection,Serious injury accident,80 km/hr,Yes,145.29637865,-38.08464243,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
917,918,T20140015990,Driving accident,Finished,2014/08/03,11:00:00,No,Collision with vehicle,Sunday,RIGHT THROUGH,No,Day,Yes,Multiple intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
921,922,T20140015721,Driving accident,Finished,2014/07/30,15:15:00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,145.30755903,-38.0235535,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
926,927,T20140015780,Driving accident,Finished,2014/07/24,15:27:00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,145.28218319,-38.10329269,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
942,943,T20140015393,Driving accident,Finished,2014/07/26,12:45:00,No,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),Yes,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,145.26790562,-38.06865535,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
945,946,T20140015412,Driving accident,Finished,2014/07/26,17:35:00,Yes,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,Yes,145.2519932,-37.99651506,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
976,977,T20140015851,Driving accident,Finished,2014/08/01,15:00:00,No,Struck animal,Friday,STRUCK ANIMAL,No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,145.24980233,-37.95728797,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
990,991,T20140016270,Driving accident,Finished,2014/08/07,07:00:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1009,1010,T20140016184,Driving accident,Finished,2014/08/05,10:00:00,No,Collision with vehicle,Tuesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,No,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1022,1023,T20140016386,Driving accident,Finished,2014/08/08,09:00:00,No,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1101,1102,T20140016428,Driving accident,Finished,2014/08/08,19:30:00,Yes,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Serious injury accident,80 km/hr,No,-1.0,-38.20727649,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,SMALL_TOWNS,SMALL_TOWNS,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1103,1104,T20140016430,Driving accident,Finished,2014/08/08,21:39:00,Yes,Collision with vehicle,Friday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,1.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1130,1131,T20140015996,Driving accident,Finished,2014/08/02,18:40:00,Yes,Collision with vehicle,Saturday,OTHER ON PATH,No,Dark Street lights on,Yes,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,0.0,4.0,0.0,4.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1253,1254,T20140016693,Driving accident,Finished,2014/08/12,19:00:00,Yes,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Other injury accident,70 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1317,1318,T20140016296,Driving accident,Finished,2014/08/06,21:15:00,Yes,Collision with vehicle,Tuesday,OTHER SAME DIRECTION-MANOUEVRES NOT INCLUDED IN DCAs 130-137,No,Dark Street lights on,No,Not at intersection,Other injury accident,100 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1339,1340,T20140016119,Driving accident,Finished,2014/08/05,07:59:00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,80 km/hr,No,145.28310797,-38.09814889,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1413,1414,T20140016746,Driving accident,Finished,2014/08/13,10:00:00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1418,1419,T20140017199,Driving accident,Finished,2014/08/19,17:22:00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,100 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,4.0,0.0,4.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1423,1424,T20140016773,Driving accident,Finished,2014/08/13,20:05:00,Yes,Collision with a fixed object,Wednesday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Dark Street lights on,Yes,Private property,Serious injury accident,Camping grounds or off road,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1465,1466,T20140016372,Driving accident,Finished,2014/08/08,09:25:00,No,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,T intersection,Serious injury accident,50 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1508,1509,T20140016423,Driving accident,Finished,2014/08/08,16:00:00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1511,1512,T20140016474,Driving accident,Finished,2014/08/09,17:00:00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,0.0,2.0,3.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1566,1567,T20140017333,Driving accident,Finished,2014/08/03,14:30:00,No,Collision with vehicle,Sunday,RIGHT REAR.,No,Day,No,T intersection,Other injury accident,Not known,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1587,1588,T20140017134,Driving accident,Finished,2014/08/18,18:10:00,Yes,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,100 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1589,1590,T20140017200,Driving accident,Finished,2014/08/19,17:16:00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,80 km/hr,No,-1.0,-38.01868161,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,4.0,0.0,4.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1626,1627,T20140017398,Driving accident,Finished,2014/08/02,04:15:00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,145.33951547,-38.03079091,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1639,1640,T20140017524,Driving accident,Finished,2014/08/24,13:23:00,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,60 km/hr,No,145.29865839,-38.067574,CASEY,METROPOLITAN SOUTH EAST REGION,6.0,0.0,1.0,0.0,5.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,4.0,0.0,4.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
