,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,STAT_DIV_NAME
1678,1679,T20140016803,Driving accident,Finished,2014/08/05,15:00:00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,60 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1679,1680,T20140016939,Driving accident,Finished,2014/08/09,10:00:00,No,Vehicle overturned (no collision),Saturday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,145.28310848,-38.09796356,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1683,1684,T20140017027,Driving accident,Finished,2014/08/15,19:30:00,Yes,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,No,T intersection,Serious injury accident,80 km/hr,No,145.34016023,-38.050617,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1699,1700,T20140016898,Driving accident,Unfinished,2014/08/15,10:31:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Unknown,Other injury accident,Not known,No,145.29009175,-38.00010086,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1752,1753,T20140017046,Driving accident,Finished,2014/08/16,01:55:00,Yes,Vehicle overturned (no collision),Saturday,OFF CARRIAGEWAY ON LEFT BEND,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,Yes,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1758,1759,T20140017766,Driving accident,Finished,2014/07/30,16:00:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,No,Cross intersection,Serious injury accident,80 km/hr,No,145.30671385,-38.02631993,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1783,1784,T20140017652,Driving accident,Finished,2014/08/25,22:15:00,Yes,Collision with vehicle,Monday,LEFT FAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Serious injury accident,50 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1788,1789,T20140017735,Driving accident,Finished,2014/08/16,18:45:00,Yes,Collision with vehicle,Saturday,ACCIDENT OR BROKEN DOWN,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,80 km/hr,No,145.28532826,-38.08330286,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1864,1865,T20140017486,Driving accident,Finished,2014/08/14,07:00:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,4.0,0.0,4.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1881,1882,T20140017559,Driving accident,Finished,2014/08/24,04:00:00,Yes,Struck Pedestrian,Sunday,PED WALKING WITH TRAFFIC,No,Dark No street lights,No,Not at intersection,Serious injury accident,100 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1926,1927,T20140017270,Driving accident,Finished,2014/08/20,18:30:00,Yes,Struck Pedestrian,Wednesday,PED WALKING WITH TRAFFIC,No,Dark Street lights unknown,No,Cross intersection,Serious injury accident,60 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
1934,1935,T20140017754,Driving accident,Finished,2014/08/27,13:40:00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2022,2023,T20140018178,Driving accident,Finished,2014/09/02,08:45:00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,0.0,1.0,4.0,4.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,4.0,0.0,4.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2023,2024,T20140018181,Driving accident,Finished,2014/09/02,08:15:00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Multiple intersection,Other injury accident,Not known,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2070,2071,T20140017958,Driving accident,Unfinished,2014/08/29,21:40:00,Yes,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Unknown,Other injury accident,80 km/hr,No,145.33861503,-38.05763837,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2102,2103,T20140017664,Driving accident,Finished,2014/08/26,07:00:00,No,Collision with vehicle,Tuesday,TWO RIGHT TURNING (INTERSECTIONS ONLY),No,Dusk/Dawn,Yes,Cross intersection,Other injury accident,60 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,6.0,0.0,0.0,1.0,5.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2132,2133,T20140017837,Driving accident,Finished,2014/08/28,10:43:00,No,Collision with vehicle,Thursday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,2.0,0.0,0.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2233,2234,T20140017757,Driving accident,Finished,2014/08/27,08:10:00,No,Collision with vehicle,Wednesday,TWO RIGHT TURNING (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2323,2324,T20140018096,Driving accident,Finished,2014/09/01,07:05:00,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,40 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2372,2373,T20140018260,Driving accident,Finished,2014/09/03,07:10:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,80 km/hr,No,145.2611946,-38.05587594,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2434,2435,T20140018886,Driving accident,Finished,2014/09/11,17:40:00,No,No collision and no object struck,Thursday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Yes,Dusk/Dawn,Yes,T intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,0.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2438,2439,T20140019105,Driving accident,Finished,2014/09/12,13:45:00,No,Collision with vehicle,Friday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Other injury accident,Not known,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2474,2475,T20140018229,Driving accident,Finished,2014/09/02,16:20:00,No,Collision with vehicle,Tuesday,RIGHT REAR.,No,Day,Yes,T intersection,Serious injury accident,80 km/hr,No,-1.0,-38.03121831,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2547,2548,T20140018854,Driving accident,Finished,2014/08/27,07:00:00,No,No collision and no object struck,Wednesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dusk/Dawn,No,Not at intersection,Other injury accident,80 km/hr,No,145.26326065,-38.14992478,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,0.0,1.0,0.0,MELB_URBAN,"MELB_URBAN,RURAL_VICTORIA",CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2588,2589,T20140019279,Driving accident,Finished,2014/09/17,15:11:00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,No,-1.0,-38.01098537,CASEY,METROPOLITAN SOUTH EAST REGION,7.0,0.0,1.0,1.0,5.0,5.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,5.0,0.0,5.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2671,2672,T20140018621,Driving accident,Finished,2014/09/08,08:04:00,No,Collision with vehicle,Monday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Yes,Not at intersection,Serious injury accident,100 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2682,2683,T20140018561,Driving accident,Finished,2014/09/06,11:52:00,No,Collision with vehicle,Saturday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,1.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2683,2684,T20140018564,Driving accident,Finished,2014/09/06,20:53:00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,100 km/hr,Yes,145.31482842,-38.02291041,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2743,2744,T20140018744,Driving accident,Finished,2014/08/24,22:13:00,Yes,Collision with vehicle,Sunday,RIGHT THROUGH,No,Unk.,Yes,Cross intersection,Other injury accident,Not known,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2757,2758,T20140019598,Driving accident,Finished,2014/09/13,17:00:00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,80 km/hr,Yes,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2776,2777,T20140019319,Driving accident,Finished,2014/09/03,08:00:00,No,Collision with a fixed object,Tuesday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,50 km/hr,Yes,145.32622522,-38.01161799,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2779,2780,T20140018610,Driving accident,Finished,2014/09/07,23:00:00,Yes,Collision with a fixed object,Sunday,OFF END OF ROAD/T-INTERSECTION.,No,Dark Street lights on,Yes,T intersection,Serious injury accident,50 km/hr,No,145.23486372,-37.99057087,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2822,2823,T20140019659,Driving accident,Finished,2014/09/19,13:55:00,No,Collision with vehicle,Friday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,7.0,0.0,1.0,0.0,6.0,3.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,3.0,0.0,3.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2824,2825,T20140019662,Driving accident,Finished,2014/09/12,17:00:00,Yes,Collision with vehicle,Friday,RIGHT THROUGH,Yes,Dusk/Dawn,Yes,Not at intersection,Other injury accident,50 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2843,2844,T20140019428,Driving accident,Finished,2014/09/18,20:00:00,Yes,Vehicle overturned (no collision),Thursday,OFF CARRIAGEWAY ON LEFT BEND,No,Dark No street lights,Yes,Y intersection,Other injury accident,50 km/hr,Yes,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,RURAL_VICTORIA,RURAL_VICTORIA,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2855,2856,T20140018988,Driving accident,Finished,2014/09/11,16:45:00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),Yes,Unk.,No,Cross intersection,Other injury accident,Not known,No,145.29824396,-38.02005646,CASEY,METROPOLITAN SOUTH EAST REGION,4.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2857,2858,T20140018802,Driving accident,Finished,2014/09/10,14:06:00,No,Collision with vehicle,Wednesday,RIGHT/LEFT FAR (INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,80 km/hr,No,145.32793559,-38.02899713,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2867,2868,T20140019726,Driving accident,Finished,2014/09/24,07:30:00,No,Collision with vehicle,Wednesday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Dusk/Dawn,Yes,Not at intersection,Serious injury accident,80 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No,1.0,2.0,0.0,1.0,1.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2913,2914,T20140019870,Driving accident,Finished,2014/09/25,15:01:00,No,Collision with a fixed object,Thursday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,80 km/hr,Yes,145.23868508,-37.97246631,CASEY,METROPOLITAN SOUTH EAST REGION,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2952,2953,T20140019649,Driving accident,Unfinished,2014/09/22,17:15:00,Yes,Collision with vehicle,Sunday,LEAVING PARKING,Yes,Day,No,Unknown,Other injury accident,Not known,No,145.26554876,-38.0329538,CASEY,METROPOLITAN SOUTH EAST REGION,8.0,0.0,0.0,5.0,3.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
2985,2986,T20140019190,Driving accident,Finished,2014/09/16,10:20:00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,60 km/hr,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
3006,3007,T20140019986,Driving accident,Finished,2014/09/27,14:30:00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,Yes,Unk.,No,T intersection,Other injury accident,Not known,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
3024,3025,T20140019088,Driving accident,Finished,2014/09/14,20:10:00,Yes,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60 km/hr,No,145.30993141,-38.04855743,CASEY,METROPOLITAN SOUTH EAST REGION,5.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
3026,3027,T20140019100,Driving accident,Finished,2014/09/15,07:12:00,No,Collision with vehicle,Monday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Other injury accident,60 km/hr,No,-1.0,-38.01820139,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,2.0,0.0,2.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
3031,3032,T20140019168,Driving accident,Finished,2014/09/15,23:51:00,Yes,Collision with a fixed object,Monday,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,No,Dark Street lights on,Yes,Private property,Serious injury accident,Camping grounds or off road,No,-1.0,-1.0,CASEY,METROPOLITAN SOUTH EAST REGION,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.0,1.0,0.0,0.0,MELB_URBAN,MELB_URBAN,CASEY,METROPOLITAN SOUTH EAST REGION,Metro
